Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5845,5.0,2.0,3.3,0.9,Iris-versicolor
5846,6.5,3.2,4.8,1.6,Iris-versicolor
5847,4.9,3.2,1.4,0.1,Iris-setosa
5848,5.1,3.2,1.2,0.3,Iris-setosa
5849,5.9,2.8,4.7,1.6,Iris-virginica
5850,7.2,3.0,6.5,2.1,Iris-virginica
5851,6.3,3.1,4.7,1.5,Iris-versicolor
5852,5.8,4.1,1.3,0.3,Iris-setosa
5853,4.7,3.1,1.1,0.1,Iris-setosa
5854,6.2,3.3,4.3,1.3,Iris-versicolor
5855,5.3,3.8,1.5,0.0,Iris-setosa
5856,4.9,3.3,1.4,0.2,Iris-setosa
5857,4.6,2.9,1.3,0.2,Iris-setosa
5858,6.8,3.6,5.8,2.1,Iris-virginica
5859,4.5,2.6,1.6,0.1,Iris-setosa
5860,6.3,3.0,4.3,1.4,Iris-versicolor
5861,6.0,2.8,4.4,1.3,Iris-versicolor
5862,4.9,3.6,1.4,0.4,Iris-setosa
5863,5.8,2.9,4.6,1.3,Iris-versicolor
5864,6.3,3.0,5.6,2.3,Iris-virginica
5865,6.4,3.1,5.3,2.6,Iris-virginica
5866,5.7,3.1,3.5,1.2,Iris-versicolor
5867,5.1,3.6,1.3,0.4,Iris-setosa
5868,5.1,3.9,1.5,0.4,Iris-setosa
5869,5.2,3.1,1.4,0.2,Iris-setosa
5870,5.6,3.0,4.3,1.5,Iris-versicolor
5871,5.1,3.4,1.6,0.2,Iris-setosa
5872,7.5,3.0,6.2,1.8,Iris-virginica
5873,5.7,3.9,1.4,0.2,Iris-setosa
5874,4.9,3.7,1.6,0.2,Iris-setosa
5875,6.7,3.0,5.3,2.0,Iris-virginica
5876,5.0,3.5,1.6,0.3,Iris-setosa
5877,5.3,3.8,1.5,0.3,Iris-setosa
5878,5.6,3.1,4.6,2.4,Iris-virginica
5879,7.1,3.0,6.2,2.2,Iris-virginica
5880,6.8,2.6,5.7,1.9,Iris-virginica
5881,5.9,2.6,3.9,1.3,Iris-versicolor
5882,6.2,2.8,5.2,2.1,Iris-virginica
5883,4.8,2.4,3.8,1.2,Iris-versicolor
5884,5.6,2.6,3.5,1.1,Iris-versicolor
5885,5.8,2.4,4.4,1.5,Iris-virginica
5886,8.2,3.3,6.4,2.1,Iris-virginica
5887,4.8,3.4,1.2,0.2,Iris-setosa
5888,5.3,3.7,1.3,0.1,Iris-setosa
5889,5.3,3.8,1.3,0.3,Iris-setosa
5890,7.2,2.9,6.3,2.1,Iris-virginica
5891,6.0,2.6,4.4,1.4,Iris-versicolor
5892,5.2,3.8,1.3,0.3,Iris-setosa
5893,4.9,3.3,1.6,0.3,Iris-setosa
5894,6.7,3.1,5.2,2.1,Iris-virginica
5895,4.4,2.9,1.1,0.3,Iris-setosa
5896,6.5,3.3,5.4,2.0,Iris-virginica
5897,6.4,3.1,5.6,2.3,Iris-virginica
5898,5.4,2.7,3.9,1.3,Iris-versicolor
5899,7.0,3.2,6.2,2.1,Iris-virginica
5900,6.3,2.5,5.3,1.7,Iris-virginica
5901,4.2,2.8,1.4,0.3,Iris-setosa
5902,6.6,2.7,6.1,2.1,Iris-virginica
5903,8.2,3.4,7.2,1.7,Iris-virginica
5904,5.7,2.9,4.2,1.4,Iris-versicolor
5905,5.6,3.5,1.6,0.2,Iris-setosa
5906,5.0,3.1,1.3,0.5,Iris-setosa
5907,5.2,3.7,1.5,0.4,Iris-setosa
5908,5.8,2.3,3.7,1.0,Iris-versicolor
5909,6.0,3.3,4.7,2.3,Iris-virginica
5910,5.1,3.7,1.6,0.3,Iris-setosa
5911,5.3,2.4,4.4,1.7,Iris-virginica
5912,4.3,3.1,1.1,0.0,Iris-setosa
5913,5.6,2.4,4.2,1.3,Iris-versicolor
5914,6.7,2.9,5.6,2.1,Iris-virginica
5915,7.0,3.0,5.6,1.6,Iris-virginica
5916,7.8,2.8,7.0,1.9,Iris-virginica
5917,5.7,2.8,3.3,1.0,Iris-versicolor
5918,5.0,3.3,1.7,0.3,Iris-setosa
5919,4.7,3.6,1.4,0.0,Iris-setosa
5920,6.4,3.1,4.8,1.6,Iris-versicolor
5921,6.8,3.1,5.2,1.5,Iris-virginica
5922,4.8,2.8,1.5,0.2,Iris-setosa
5923,6.0,3.1,4.2,1.2,Iris-versicolor
5924,6.0,2.7,5.0,2.0,Iris-virginica
5925,4.9,3.4,1.3,0.1,Iris-setosa
5926,7.2,3.5,6.3,1.8,Iris-virginica
5927,6.0,3.1,4.6,1.7,Iris-versicolor
5928,5.8,3.9,1.6,0.3,Iris-setosa
5929,6.6,2.8,5.4,2.3,Iris-virginica
5930,6.5,2.8,4.5,1.3,Iris-versicolor
5931,5.3,2.5,3.4,0.9,Iris-versicolor
5932,6.2,2.4,5.2,1.6,Iris-virginica
5933,4.9,3.5,1.4,0.3,Iris-setosa
5934,5.0,3.4,1.6,0.3,Iris-setosa
5935,6.5,2.8,4.7,1.5,Iris-virginica
5936,6.0,2.0,3.9,0.9,Iris-versicolor
5937,6.0,2.8,4.2,1.2,Iris-versicolor
5938,5.5,2.9,4.4,1.4,Iris-versicolor
5939,5.0,3.4,1.8,0.1,Iris-setosa
5940,5.8,2.6,4.8,2.1,Iris-virginica
5941,6.5,2.6,5.0,1.4,Iris-versicolor
5942,5.9,3.1,5.2,1.7,Iris-virginica
5943,4.5,3.2,1.8,0.2,Iris-setosa
5944,5.0,2.3,3.3,1.0,Iris-versicolor
5945,5.6,2.5,3.8,1.0,Iris-versicolor
5946,6.8,3.2,6.2,2.5,Iris-virginica
5947,5.7,2.6,4.8,2.0,Iris-virginica
5948,7.1,2.8,6.1,2.1,Iris-virginica
5949,4.4,2.8,1.2,0.3,Iris-setosa
5950,6.5,2.7,5.1,1.8,Iris-virginica
5951,7.0,2.9,5.6,2.0,Iris-virginica
5952,6.6,3.0,5.7,2.0,Iris-virginica
5953,5.9,2.5,4.2,1.3,Iris-versicolor
5954,6.3,3.2,4.3,1.6,Iris-versicolor
5955,5.8,2.8,4.8,1.8,Iris-versicolor
5956,5.4,2.5,4.3,1.4,Iris-versicolor
5957,6.3,3.0,4.6,1.4,Iris-versicolor
5958,5.5,3.3,1.3,0.2,Iris-setosa
5959,7.0,3.2,5.7,2.3,Iris-virginica
5960,5.4,3.6,1.9,0.3,Iris-setosa
5961,5.1,2.7,4.8,2.0,Iris-virginica
5962,5.1,3.1,1.5,0.2,Iris-setosa
5963,6.4,2.9,3.6,1.2,Iris-versicolor
5964,5.5,3.8,1.4,0.3,Iris-setosa
5965,4.6,2.9,1.3,0.3,Iris-setosa
5966,6.6,3.3,5.4,2.3,Iris-virginica
5967,5.0,3.6,1.1,0.4,Iris-setosa
5968,4.7,2.9,1.6,0.4,Iris-setosa
5969,5.0,3.6,1.4,0.3,Iris-setosa
5970,6.0,2.7,3.8,1.3,Iris-versicolor
5971,5.7,2.9,4.4,1.4,Iris-versicolor
5972,6.4,2.8,5.4,2.1,Iris-virginica
5973,4.9,3.3,1.4,0.3,Iris-setosa
5974,6.4,3.0,4.5,1.4,Iris-versicolor
5975,6.3,2.9,3.9,1.1,Iris-versicolor
5976,4.6,3.1,1.6,0.3,Iris-setosa
5977,7.7,3.7,6.5,2.6,Iris-virginica
5978,6.8,2.7,5.8,1.9,Iris-virginica
5979,6.3,2.6,5.7,1.9,Iris-virginica
5980,4.9,3.4,1.5,0.1,Iris-setosa
5981,5.6,2.8,4.1,1.1,Iris-versicolor
5982,5.3,2.5,3.8,1.0,Iris-versicolor
5983,5.6,2.4,3.7,1.2,Iris-versicolor
5984,5.8,4.2,1.6,0.3,Iris-setosa
5985,7.1,2.7,6.3,2.1,Iris-virginica
5986,5.1,3.7,1.4,0.3,Iris-setosa
5987,5.9,2.6,3.9,1.1,Iris-versicolor
5988,6.7,2.5,5.3,2.0,Iris-virginica
5989,6.6,3.1,5.9,2.2,Iris-virginica
5990,6.1,2.7,4.5,2.2,Iris-virginica
5991,6.3,2.9,5.3,1.9,Iris-virginica
5992,6.5,3.0,4.7,1.5,Iris-versicolor
5993,6.8,3.5,5.5,2.6,Iris-virginica
5994,5.8,2.9,4.4,1.3,Iris-versicolor
5995,6.1,3.3,5.1,1.8,Iris-versicolor
5996,4.4,2.7,1.1,0.1,Iris-setosa
5997,6.1,2.7,4.4,1.4,Iris-versicolor
5998,6.9,3.3,5.9,2.4,Iris-virginica
5999,6.5,2.6,5.5,1.7,Iris-virginica
6000,4.8,3.0,1.4,0.3,Iris-setosa
6001,4.8,3.2,1.3,0.1,Iris-setosa
6002,5.3,3.8,1.7,0.4,Iris-setosa
6003,5.6,3.4,1.6,0.2,Iris-setosa
6004,5.3,2.9,3.9,1.3,Iris-versicolor
6005,5.0,3.3,1.3,0.2,Iris-setosa
6006,7.6,3.3,6.2,2.1,Iris-virginica
6007,6.4,2.9,5.2,1.9,Iris-virginica
6008,6.6,2.8,5.7,1.9,Iris-virginica
6009,6.7,3.2,4.5,1.5,Iris-versicolor
6010,7.6,3.4,6.2,2.0,Iris-virginica
6011,6.8,3.1,5.7,2.2,Iris-virginica
6012,6.6,2.8,5.5,1.7,Iris-virginica
6013,7.1,3.0,5.7,2.4,Iris-virginica
6014,7.0,3.3,5.6,2.2,Iris-virginica
6015,5.0,3.6,1.5,0.4,Iris-setosa
6016,6.2,3.1,4.2,1.4,Iris-versicolor
6017,5.5,2.8,4.0,1.2,Iris-versicolor
6018,6.4,2.7,5.4,1.9,Iris-virginica
6019,6.7,3.0,5.7,2.4,Iris-virginica
6020,5.1,3.3,1.6,0.2,Iris-setosa
6021,6.4,2.9,4.8,1.5,Iris-versicolor
6022,5.8,3.0,5.0,2.1,Iris-virginica
6023,5.2,3.0,3.7,1.4,Iris-versicolor
6024,4.8,3.4,1.7,0.1,Iris-setosa
6025,5.1,3.3,1.4,0.3,Iris-setosa
6026,5.8,2.6,3.7,1.2,Iris-versicolor
6027,6.4,2.8,4.8,1.3,Iris-versicolor
6028,6.4,2.7,5.5,2.0,Iris-virginica
6029,6.4,3.2,5.7,2.3,Iris-virginica
6030,6.5,2.6,5.7,1.2,Iris-virginica
6031,5.0,3.4,1.3,0.2,Iris-setosa
6032,4.8,3.3,1.3,0.4,Iris-setosa
6033,4.9,2.0,4.3,1.1,Iris-virginica
6034,6.4,3.4,5.5,1.9,Iris-virginica
6035,5.6,2.8,4.5,1.4,Iris-versicolor
6036,5.4,2.3,3.9,1.2,Iris-versicolor
6037,5.9,3.0,4.3,1.4,Iris-versicolor
6038,5.1,3.7,1.2,0.2,Iris-setosa
6039,7.5,2.9,6.6,2.1,Iris-virginica
6040,5.8,3.0,4.9,1.8,Iris-virginica
6041,4.9,2.9,1.2,0.0,Iris-setosa
6042,6.0,2.3,4.4,1.4,Iris-versicolor
6043,4.9,3.7,1.5,0.1,Iris-setosa
6044,7.7,3.1,6.5,2.0,Iris-virginica
6045,6.7,3.5,5.6,2.2,Iris-virginica
6046,6.4,3.3,4.9,1.7,Iris-versicolor
6047,6.4,3.5,5.5,2.2,Iris-virginica
6048,5.7,2.4,4.1,1.3,Iris-versicolor
6049,6.8,2.9,6.2,2.3,Iris-virginica
6050,6.3,2.9,5.6,2.1,Iris-virginica
6051,5.6,2.6,4.5,1.3,Iris-versicolor
6052,6.0,2.6,5.2,1.5,Iris-virginica
6053,6.1,2.6,4.7,1.5,Iris-versicolor
6054,4.7,3.0,2.0,0.4,Iris-setosa
6055,5.9,3.0,4.6,1.6,Iris-versicolor
6056,4.9,3.6,1.3,0.2,Iris-setosa
6057,5.9,3.3,5.0,2.1,Iris-virginica
6058,5.7,2.6,4.3,1.4,Iris-versicolor
6059,7.2,2.9,6.0,2.4,Iris-virginica
6060,5.4,3.6,1.6,0.2,Iris-setosa
6061,6.2,2.9,4.3,1.3,Iris-versicolor
6062,5.6,2.7,4.2,1.3,Iris-versicolor
6063,6.4,2.8,5.2,1.8,Iris-virginica
6064,6.3,2.8,5.9,2.0,Iris-virginica
6065,5.7,2.9,3.6,1.2,Iris-versicolor
6066,5.8,2.8,4.4,1.4,Iris-versicolor
6067,6.3,2.7,5.5,1.7,Iris-virginica
6068,6.3,2.8,4.6,1.7,Iris-versicolor
6069,4.5,3.7,1.6,0.3,Iris-setosa
6070,5.1,3.4,1.3,0.1,Iris-setosa
6071,4.5,3.0,1.1,0.2,Iris-setosa
6072,6.7,3.1,5.3,1.9,Iris-virginica
6073,5.1,3.7,1.5,0.2,Iris-setosa
6074,6.8,2.9,5.7,2.1,Iris-virginica
6075,6.5,2.8,4.8,1.4,Iris-versicolor
6076,6.5,3.2,4.9,2.5,Iris-virginica
6077,7.2,3.6,6.1,2.7,Iris-virginica
6078,5.1,2.4,3.4,1.1,Iris-versicolor
6079,5.2,4.0,1.7,0.4,Iris-setosa
6080,6.7,3.2,4.6,1.7,Iris-versicolor
6081,7.3,2.7,6.2,1.6,Iris-virginica
6082,7.3,2.8,6.5,2.1,Iris-virginica
6083,7.0,3.5,6.0,2.1,Iris-virginica
6084,5.1,2.5,3.4,1.0,Iris-versicolor
6085,4.8,3.3,1.4,0.2,Iris-setosa
6086,4.6,3.3,1.2,0.3,Iris-setosa
6087,5.9,2.9,4.3,1.2,Iris-versicolor
6088,7.2,3.0,6.1,1.8,Iris-virginica
6089,5.4,2.5,3.5,0.9,Iris-versicolor
6090,7.3,3.4,6.1,1.8,Iris-virginica
6091,4.6,3.1,1.4,0.3,Iris-setosa
6092,8.0,2.9,6.0,1.8,Iris-virginica
6093,6.8,3.3,5.0,1.4,Iris-versicolor
6094,4.5,2.7,1.4,0.2,Iris-setosa
6095,7.0,2.9,5.8,2.3,Iris-virginica
6096,5.5,2.7,4.9,1.9,Iris-virginica
6097,4.6,2.9,1.4,0.1,Iris-setosa
6098,6.9,2.6,5.6,2.0,Iris-virginica
6099,5.5,3.8,1.6,0.3,Iris-setosa
6100,5.6,2.5,4.0,1.3,Iris-versicolor
6101,6.6,3.0,5.3,1.9,Iris-virginica
6102,4.9,3.7,1.4,0.2,Iris-setosa
6103,5.7,2.8,4.1,1.3,Iris-versicolor
6104,6.6,3.0,4.9,1.5,Iris-versicolor
6105,4.8,3.0,1.5,0.0,Iris-setosa
6106,6.4,2.8,4.6,1.4,Iris-versicolor
6107,6.9,2.7,5.6,1.8,Iris-virginica
6108,6.3,2.6,4.8,1.4,Iris-versicolor
6109,5.9,3.1,4.2,2.3,Iris-virginica
6110,5.4,3.9,1.4,0.2,Iris-setosa
6111,6.9,2.9,5.5,1.7,Iris-virginica
6112,5.1,3.1,1.6,0.3,Iris-setosa
6113,6.5,3.1,4.9,1.6,Iris-versicolor
6114,5.8,2.3,4.1,1.0,Iris-versicolor
6115,4.9,3.5,1.2,0.2,Iris-setosa
6116,6.1,2.7,4.4,1.3,Iris-versicolor
6117,5.6,4.1,1.5,0.3,Iris-setosa
6118,5.5,4.2,1.6,0.2,Iris-setosa
6119,7.0,3.4,5.7,2.5,Iris-virginica
6120,6.6,2.9,4.8,1.6,Iris-versicolor
6121,7.4,3.2,6.6,2.5,Iris-virginica
6122,5.3,2.7,3.7,1.3,Iris-versicolor
6123,7.3,3.1,6.1,1.9,Iris-virginica
6124,4.9,2.5,3.5,1.0,Iris-versicolor
6125,5.7,3.8,1.9,0.3,Iris-setosa
6126,5.3,3.7,1.5,0.2,Iris-setosa
6127,5.4,2.8,4.6,1.4,Iris-versicolor
6128,4.6,2.9,1.3,0.1,Iris-setosa
6129,6.4,2.6,4.4,1.3,Iris-versicolor
6130,5.3,2.0,3.5,0.9,Iris-versicolor
6131,6.0,2.9,5.5,1.8,Iris-virginica
6132,5.8,2.5,4.1,1.2,Iris-versicolor
6133,5.4,2.7,3.8,1.3,Iris-versicolor
6134,6.2,2.5,4.0,1.2,Iris-versicolor
6135,5.2,3.3,1.5,0.4,Iris-setosa
6136,7.6,2.8,6.1,2.2,Iris-virginica
6137,4.4,3.0,1.7,0.2,Iris-setosa
6138,7.2,2.9,6.0,2.0,Iris-virginica
6139,6.4,3.1,5.5,2.1,Iris-virginica
6140,5.5,4.1,1.2,0.4,Iris-setosa
6141,4.9,3.1,1.6,0.2,Iris-setosa
6142,6.3,2.6,4.0,1.3,Iris-versicolor
6143,5.4,2.6,4.9,2.0,Iris-virginica
6144,5.1,3.4,1.6,0.3,Iris-setosa
6145,4.8,3.9,1.5,0.3,Iris-setosa
6146,5.7,2.4,4.1,1.2,Iris-versicolor
6147,6.3,3.1,4.5,1.6,Iris-versicolor
6148,5.2,2.3,4.5,1.7,Iris-virginica
6149,6.3,2.5,4.2,1.3,Iris-versicolor
6150,6.4,2.6,5.2,1.9,Iris-virginica
6151,6.2,2.8,5.2,2.3,Iris-virginica
6152,5.7,2.6,4.0,1.3,Iris-versicolor
6153,5.6,2.4,4.2,1.4,Iris-versicolor
6154,6.7,2.6,6.1,1.8,Iris-virginica
6155,5.6,2.9,4.0,1.4,Iris-versicolor
6156,4.7,2.9,1.4,0.3,Iris-setosa
6157,5.1,3.1,1.5,0.1,Iris-setosa
6158,4.5,3.2,1.0,0.3,Iris-setosa
6159,6.6,3.4,5.7,2.0,Iris-virginica
6160,6.2,3.6,5.0,1.7,Iris-versicolor
6161,5.3,3.9,1.1,0.1,Iris-setosa
6162,6.6,2.7,5.7,2.0,Iris-virginica
6163,5.6,2.9,3.5,1.0,Iris-versicolor
6164,6.2,2.5,5.0,2.2,Iris-virginica
6165,6.9,3.2,5.6,1.8,Iris-virginica
6166,7.3,3.5,6.1,2.1,Iris-virginica
6167,4.7,3.0,1.4,0.2,Iris-setosa
6168,5.4,4.1,1.3,0.3,Iris-setosa
6169,6.6,2.9,5.1,1.7,Iris-virginica
6170,5.4,2.3,3.4,0.9,Iris-versicolor
6171,7.0,3.1,5.5,2.0,Iris-virginica
6172,5.5,2.9,4.4,1.5,Iris-versicolor
6173,5.7,2.7,4.0,1.4,Iris-versicolor
6174,6.0,3.2,4.8,1.6,Iris-versicolor
6175,5.0,3.5,1.3,0.3,Iris-setosa
6176,5.0,2.8,1.4,0.4,Iris-setosa
6177,5.6,2.7,3.8,1.1,Iris-versicolor
6178,5.2,4.2,1.4,0.2,Iris-setosa
6179,6.0,3.0,5.1,2.4,Iris-virginica
6180,5.1,2.6,1.8,0.1,Iris-setosa
6181,5.3,3.3,1.6,0.0,Iris-setosa
6182,6.5,2.8,4.4,1.3,Iris-versicolor
6183,6.0,2.4,5.3,1.6,Iris-virginica
6184,5.1,3.7,1.3,0.3,Iris-setosa
6185,6.2,2.8,4.1,1.3,Iris-versicolor
6186,7.1,2.6,6.2,1.9,Iris-virginica
6187,5.5,2.9,4.3,1.4,Iris-versicolor
6188,7.7,3.5,6.2,2.2,Iris-virginica
6189,7.1,3.2,6.0,2.2,Iris-virginica
6190,7.6,3.3,6.7,2.8,Iris-virginica
6191,7.1,3.4,6.3,2.2,Iris-virginica
6192,7.1,3.0,6.0,2.2,Iris-virginica
6193,5.6,2.6,3.7,1.0,Iris-versicolor
6194,5.1,3.7,1.5,0.3,Iris-setosa
6195,4.9,2.0,3.5,0.9,Iris-versicolor
6196,5.9,2.5,4.3,1.4,Iris-versicolor
6197,7.8,3.5,6.7,2.5,Iris-virginica
6198,5.0,3.2,1.6,0.1,Iris-setosa
6199,5.4,2.9,4.3,1.4,Iris-versicolor
6200,6.5,2.9,4.0,1.2,Iris-versicolor
6201,5.3,2.4,3.8,1.2,Iris-versicolor
6202,6.7,3.2,5.7,1.9,Iris-virginica
6203,6.6,3.0,5.6,1.9,Iris-virginica
6204,4.8,3.2,1.3,0.1,Iris-setosa
6205,6.7,2.8,4.4,1.4,Iris-versicolor
6206,6.5,3.6,5.2,2.0,Iris-virginica
6207,6.2,3.0,4.5,1.5,Iris-versicolor
6208,5.4,3.7,1.5,0.3,Iris-setosa
6209,4.6,3.3,1.7,0.3,Iris-setosa
6210,5.7,2.7,4.3,1.1,Iris-versicolor
6211,5.2,3.8,1.5,0.2,Iris-setosa
6212,6.2,2.9,4.2,1.3,Iris-versicolor
6213,6.3,3.2,5.3,1.8,Iris-virginica
6214,6.6,3.1,5.9,2.4,Iris-virginica
6215,5.2,3.8,1.5,0.3,Iris-setosa
6216,5.4,3.9,1.7,0.3,Iris-setosa
6217,4.9,3.4,1.1,0.3,Iris-setosa
6218,6.3,2.8,5.7,1.9,Iris-virginica
6219,6.3,2.9,5.4,2.7,Iris-virginica
6220,5.1,3.4,1.4,0.3,Iris-setosa
6221,5.6,2.7,5.2,1.7,Iris-virginica
6222,5.5,2.7,4.3,1.6,Iris-versicolor
6223,6.6,2.8,4.6,1.3,Iris-versicolor
6224,6.5,2.9,4.3,1.3,Iris-versicolor
6225,6.1,2.8,4.8,1.3,Iris-versicolor
6226,6.9,3.5,5.3,1.9,Iris-versicolor
6227,5.9,3.3,5.2,2.1,Iris-virginica
6228,5.8,3.0,4.3,1.3,Iris-versicolor
6229,5.4,4.0,1.6,0.2,Iris-setosa
6230,6.4,3.1,5.0,1.5,Iris-versicolor
6231,5.2,3.3,1.7,0.3,Iris-setosa
6232,4.6,3.1,1.5,0.1,Iris-setosa
6233,4.9,2.5,3.7,1.1,Iris-versicolor
6234,6.2,3.0,5.2,1.8,Iris-virginica
6235,5.0,3.5,1.3,0.2,Iris-setosa
6236,5.9,2.5,5.4,1.5,Iris-virginica
6237,5.8,2.6,4.5,1.7,Iris-virginica
6238,6.6,2.7,5.2,1.5,Iris-versicolor
6239,6.5,2.4,4.2,1.2,Iris-versicolor
6240,5.9,2.8,4.5,1.6,Iris-versicolor
6241,5.2,3.3,1.4,0.2,Iris-setosa
6242,5.2,3.5,1.4,0.4,Iris-setosa
6243,5.0,3.1,1.4,0.2,Iris-setosa
6244,6.1,3.0,5.1,2.0,Iris-virginica
6245,6.6,2.6,5.5,1.9,Iris-virginica
6246,6.8,2.7,5.8,2.2,Iris-virginica
6247,6.9,2.9,5.7,2.0,Iris-virginica
6248,6.8,2.6,4.2,1.1,Iris-versicolor
6249,4.8,3.1,1.4,0.2,Iris-setosa
6250,6.0,3.2,5.7,2.3,Iris-virginica
6251,6.2,2.8,4.8,1.9,Iris-virginica
6252,4.9,3.1,1.6,0.2,Iris-setosa
6253,4.5,3.6,1.5,0.3,Iris-setosa
6254,7.1,2.9,6.1,2.3,Iris-virginica
6255,7.1,3.4,5.6,2.6,Iris-virginica
6256,5.9,3.0,5.2,1.9,Iris-virginica
6257,7.7,3.4,6.2,2.2,Iris-virginica
6258,6.1,2.8,3.7,1.0,Iris-versicolor
6259,5.2,3.7,1.4,0.3,Iris-setosa
6260,6.3,3.3,4.8,1.5,Iris-versicolor
6261,5.3,3.4,1.1,0.1,Iris-setosa
6262,8.1,3.4,7.1,2.4,Iris-virginica
6263,5.1,3.3,1.6,0.3,Iris-setosa
6264,4.9,3.4,1.5,0.3,Iris-setosa
6265,6.6,2.8,5.5,2.1,Iris-virginica
6266,6.1,3.5,4.8,1.7,Iris-versicolor
6267,6.6,3.1,5.5,2.1,Iris-virginica
6268,6.4,2.6,3.9,1.2,Iris-versicolor
6269,6.5,3.0,5.5,1.9,Iris-virginica
6270,4.7,3.4,1.4,0.2,Iris-setosa
6271,5.7,3.2,4.8,1.6,Iris-versicolor
6272,6.6,2.9,5.6,2.1,Iris-virginica
6273,5.5,2.5,3.9,1.1,Iris-versicolor
6274,5.1,3.2,1.4,0.3,Iris-setosa
6275,5.7,3.0,4.4,1.5,Iris-versicolor
6276,5.3,3.8,1.4,0.3,Iris-setosa
6277,6.2,3.5,4.8,1.6,Iris-versicolor
6278,6.0,3.0,4.5,1.6,Iris-versicolor
6279,6.5,2.7,6.0,2.2,Iris-virginica
6280,6.3,2.8,4.8,1.4,Iris-versicolor
6281,4.9,3.1,1.4,0.3,Iris-setosa
6282,4.8,3.1,1.5,0.2,Iris-setosa
6283,5.7,2.4,3.7,1.1,Iris-versicolor
6284,5.7,2.6,4.3,1.3,Iris-versicolor
6285,4.8,3.5,1.6,0.3,Iris-setosa
6286,7.0,3.0,6.3,2.2,Iris-virginica
6287,7.0,2.7,5.7,1.9,Iris-virginica
6288,6.4,2.7,5.4,2.0,Iris-virginica
6289,5.7,2.8,4.5,1.2,Iris-versicolor
6290,6.3,3.3,5.4,2.3,Iris-virginica
6291,5.3,2.6,3.6,1.1,Iris-versicolor
6292,5.4,3.8,1.6,0.3,Iris-setosa
6293,5.1,3.4,1.3,0.2,Iris-setosa
6294,5.0,3.5,1.5,0.3,Iris-setosa
6295,5.5,3.1,3.9,1.3,Iris-versicolor
6296,6.1,2.7,5.2,1.6,Iris-virginica
6297,6.5,2.7,4.8,1.5,Iris-versicolor
6298,6.4,3.2,4.8,1.7,Iris-versicolor
6299,4.6,2.2,3.4,1.1,Iris-versicolor
6300,5.9,2.6,5.2,1.5,Iris-virginica
6301,6.1,2.7,5.5,1.7,Iris-virginica
6302,5.2,3.0,4.5,2.5,Iris-virginica
6303,7.2,3.3,6.1,2.2,Iris-virginica
6304,6.0,3.1,5.0,1.7,Iris-versicolor
6305,6.2,2.4,5.5,1.7,Iris-virginica
6306,4.8,3.2,1.4,0.1,Iris-setosa
6307,6.3,3.2,5.2,2.4,Iris-virginica
6308,6.6,3.4,4.8,1.7,Iris-versicolor
6309,5.5,2.7,4.3,1.5,Iris-versicolor
6310,4.7,2.7,1.2,0.2,Iris-setosa
6311,6.7,3.7,5.7,2.4,Iris-virginica
6312,4.8,3.3,1.6,0.2,Iris-setosa
6313,4.8,3.1,1.3,0.1,Iris-setosa
6314,5.4,2.4,4.1,1.1,Iris-versicolor
6315,5.6,2.6,4.6,2.0,Iris-virginica
6316,5.9,3.0,5.3,1.9,Iris-virginica
6317,5.5,3.0,4.9,1.7,Iris-virginica
6318,6.8,3.1,5.0,1.6,Iris-versicolor
6319,6.8,2.6,5.8,1.8,Iris-virginica
6320,5.4,3.6,1.2,0.2,Iris-setosa
6321,6.3,3.1,4.8,1.6,Iris-versicolor
6322,6.8,3.0,6.0,2.7,Iris-virginica
6323,4.5,3.2,1.2,0.3,Iris-setosa
6324,7.2,3.5,6.2,2.3,Iris-virginica
6325,6.3,2.7,4.5,1.5,Iris-versicolor
6326,6.6,2.9,4.6,1.2,Iris-versicolor
6327,4.4,2.7,1.3,0.3,Iris-setosa
6328,6.3,2.6,5.8,1.9,Iris-virginica
6329,6.4,3.1,5.5,2.0,Iris-virginica
6330,6.6,3.4,5.7,2.7,Iris-virginica
6331,5.1,2.6,4.2,1.5,Iris-versicolor
6332,7.1,3.2,5.7,2.1,Iris-virginica
6333,5.1,3.2,1.5,0.2,Iris-setosa
6334,5.8,2.7,5.4,1.9,Iris-virginica
6335,5.2,3.4,1.5,0.2,Iris-setosa
6336,4.4,3.1,1.0,0.0,Iris-setosa
6337,6.8,3.0,4.8,1.5,Iris-versicolor
6338,7.0,3.4,5.4,1.5,Iris-virginica
6339,5.1,3.7,2.0,0.3,Iris-setosa
6340,6.4,2.7,4.7,1.2,Iris-versicolor
6341,5.0,3.1,1.3,0.3,Iris-setosa
6342,6.7,3.3,5.7,2.2,Iris-virginica
6343,4.9,3.1,1.6,0.2,Iris-setosa
6344,5.2,2.3,3.4,1.0,Iris-versicolor
6345,4.9,3.1,1.0,0.0,Iris-setosa
6346,6.7,2.8,5.6,2.4,Iris-virginica
6347,7.4,3.2,5.8,2.0,Iris-virginica
6348,4.6,3.6,1.4,0.2,Iris-setosa
6349,5.2,3.1,1.6,0.2,Iris-setosa
6350,4.7,2.4,3.6,1.1,Iris-versicolor
6351,5.8,3.2,4.6,1.5,Iris-versicolor
6352,7.3,2.6,5.8,1.7,Iris-virginica
6353,5.0,3.0,1.3,0.3,Iris-setosa
6354,7.3,3.8,6.1,2.3,Iris-virginica
